"","ESC_Rep1","ESC_Rep2","Epi_Rep1","Epi_Rep2","Meso_Rep2","OSC-D7_Rep1","OSC-D7_Rep2","OSC-D8_Rep1","OSC-D8_Rep2","OSC-D9_Rep1","OSC-D9_Rep2","OSC-D10_Rep1","OSC-D10_Rep2"
"Or6c208",0,0,0,0,0,0,0.02,0,0,0,0.02,0,0.04
"Gm3373",0,0,0.08,0.18,0,0.27,0,0,0,0,0,0.14,0
"Gm7905",0,0,0.24,0.15,0.03,0,0,0,0,0,0,0.03,0
"Gm5435",0,0.06,0.06,0,0,0,0,0,0,0,0,0,0
"Gm15097",1.51,1.41,1.1,1,0,0.58,0.74,0,0,0.64,0,0.27,0.02
"Vmn1r202",0,0,0,0,0,0,0,0,0,0.03,0,0,0
"Zbed6",0.94,4.5,3.6,2.36,14.88,14.75,21.19,18.45,22.74,17.01,25.58,19.11,15.99
"Obox4-ps11",0.15,0,0.21,0,0,0,0,0,0,0,0,0,0
"Zfp955a",5.73,7.73,7.29,7.75,4.65,10.84,12.29,14.27,14.52,15.31,14.87,13.75,10.95
"Sgo2b",1.52,1.55,0.27,0.24,0,0.02,0.16,0.08,0,0.12,0.02,0,0.06
"9430069I07Rik",0,0,0.62,0.86,0,0,0,0,0,0,0,0.37,0
"Gm21560",0,0.06,0.11,0.1,0,0,0,0,0,0,0,0,0
"Gm8546",1.37,3.38,1.5,1.61,0.54,1.51,1,1.04,1.51,1.55,0.65,0.67,1.79
"Purb",10.59,12.74,17.69,14.43,25.02,59.01,37.08,43.63,42.15,58.49,49.6,57.27,51.1
"Gm21244",0,0,0,0,0,0,0.07,0,0,0.02,0,0.05,0
"Vmn2r-ps104",0.18,0.33,0.25,0.15,0.05,0,0,0,0,0,0,0,0
"Smim18",0,0,0,0,0,0,0,0,0,0,0.14,0.51,0.24
"Foxl3",0,0,0,0,0.29,0,0,0,0,0,0,0,0.43
"Or51q1",0,0,0,0,0,0.01,0,0,0,0,0,0,0
"Gm20945",0,0.09,0,0,0,0,0,0,0,0,0,0,0
"Cyp2d34",0,0,0,0,0,0,0,0.05,0,0,0,0,0
"Smarce1-ps1",0.28,0.64,1.23,1.25,1.03,2.9,0.17,2.08,0.21,3.16,2.81,0.46,0.48
"Gm3629",0,0,0,0,0,0,0.04,0,0,0,0,0,0
"Fsbp",1.02,1.55,0.55,0.74,0.61,1,0.76,0.52,1.28,1.07,0.64,1.05,0.99
"Gm4810",0,0,0,0,0,0,0,0,0,0,0.04,0,0
"Or5p1",0,0,0,0,0,0,0,0,0,0,0,0.1,0
"A630076J17Rik",0,0,0,0,0,0.06,0,0,0,1.06,0.41,2.1,1.02
"Gm3055",5.3,6.75,6.82,6.73,3.92,13.86,16.84,18.04,18.65,18.36,14.06,14.27,10.52
"Tmem121b",0.02,0,0.11,0.03,0.21,2.57,1.14,2.55,2.89,1.89,2.1,2.67,2.82
"Vmn1r204",0,0,0,0,0,0.19,0,0,0,0,0,0,0
"Mplkipl1",0.63,0.17,0.11,0.24,0.08,0.1,0.17,0.1,0,0.34,0.19,0.06,0.19
"Gal3st2",0,0,0.02,0,0,0,0,0,0,0,0,0,0
"Vmn2r25",0,0,0,0.01,0,0,0,0,0,0,0,0,0
"Gm6902",0.11,0,0,0,0,0,0,0,0,0,0,0,0
"Ccl21a",0,0,0.23,0,0,0,0,0,0,0,0,0,0.61
"1600014C23Rik",0,0,0.14,0.36,0,0,0,0,0,0.17,0,0,0
"Gm21953",0,0,0.05,0,0,0,0.98,0,0,0.28,0,0.3,0
"Gm10359",0.98,5.63,2.95,3.37,2.25,1.13,0,0.57,0,1.42,0.26,0.33,2.94
"Rnaset2b",91.55,82.71,94.99,80.74,317.33,126.95,96.37,149.33,146.06,167.83,141.49,137.74,162.97
"Csta3",0,0,0,0.53,0,0,0,0,0,0,0,0,0
"Gm17045",0,0,0,0,0,0,0,0,0,0,0,0,0.74
"Or4f14b",0,0,0,0,0,0,0,0,0,0,0.02,0,0
"Gm10487",0,0,0,0.01,0,0,0,0,0,0,0,0,0
"Or1j17",0,0.02,0.01,0,0,0,0,0,0,0,0,0,0
"Trav7-4",0,0,0,0,0,0.11,0,0.32,0,0,0,0,0
"Gm2759",0,0,0,0.01,0,0,0,0,0,0,0,0,0
"H2ac24",11.27,7.63,14.09,15.12,38.52,12.76,71.69,34.3,34.58,4.7,44.74,11.77,7.48
"Tcstv4",0.93,0.66,0.74,0,0.4,0.19,0.19,0,0.51,0.18,0.33,0.82,0
"Cyp2d10",0.11,0,0,0,0,0,0,0,0,0,0,0,0
"Muc3a",0,0,0.16,0.14,0,0,0,0,0,0,0,0,0
"Tmem95",0.27,0.24,0.37,0.23,0.58,0.21,0.46,0.39,0.18,0.26,0.12,0.59,0.21
"Gm9034",0.25,0.3,0.57,0.16,0.21,0.08,0,0.08,0,0,0,0,0.13
"Mageb6b1",0,0.26,0.02,0.13,0,0,0,0,0,0,0.02,0,0
"Zfp131",9.96,11.47,14.71,13.98,33.04,25.54,22.3,24.38,27.74,30.19,24.64,24.32,20.38
"Or2g7",0,0,0,0,0,0,0,0,0,0,0,0.01,0
"Ott",7.04,3.89,3.69,1.81,0,1.58,0,4.6,0,5,0,2.05,0.05
"D430019H16Rik",0.14,0.15,0.89,0.74,3,25.64,22.66,36.62,34.82,45.54,35.9,40.73,39.8
"Trav9d-2",0,0,0,0.11,0,0,0,0.16,0,0,0,0.18,0
"Spata31e4",0,0,0,0,0,0,0,0,0,0,0,0.01,0
"Vmn2r112",0,0,0,0,0,0,0,0,0.01,0,0,0,0
"Gm5798",0.09,0.35,0,0,0,0,0.02,0,0,0,0,0,0
"1700122O11Rik",0,0,0.09,0,0,0,0,0,0,0,0,0,0
"Gm3526",0,0,0,0,0,0,0,0,0,0,0.07,0,0
"Gm2007",0,0.63,0.91,2.81,27.16,6.23,38.26,53.8,57.25,14.69,39.96,12.58,3.51
"Rbm4",14.27,14.55,37.17,28.94,28.26,57.45,51.75,48.2,64.69,52.9,45.82,47.6,53.71
"Gm15093",0,0,0,0,1.19,0,0.8,0,0.81,0,0.52,0,0
"Gm3604",10.48,13.23,3.96,5.82,4.05,3.04,2.93,5.88,3.89,5.94,4.7,3.27,3.62
"Rhox4a2",1.71,3.41,0,0.16,0,0,0,0.18,0,0,0,0,0
"Gm2959",0.09,0,0,0,0,0,0.02,0,0,0,0,0,0
"Obox4-ps18",0,0,0.09,0,0.04,0,0,0,0,0,0,0.1,0
"Eif4a3l1",0.92,0,0.18,0,0,0,0,0,0.14,0,0,0.46,0
"Rps19-ps2",2.16,12.57,7.32,5.61,1.9,11,6.77,2.32,0,6.95,1.66,9.99,5.14
"Topaz1",0.33,0.29,0.24,0.58,0,0,0.81,0.17,0.23,0,0.03,0.03,0
"Rpl9-ps4",1.58,3.15,3.15,1.17,1.74,1.63,4.65,0.89,2.68,2.12,2.5,0,2.05
"Gm25173",0,0,0,0,0,0,0,0,0,0,2.16,0,2.15
"Rps12-ps15",0.11,0.11,0.11,0.1,0,0.07,0,0,0,0,0,0,0
"Alyreffm15",1.08,0.88,1.23,0,0.4,0.29,0.1,0.16,0,0,0.52,1.08,0.3
"Gm5458",0,0,0.07,0,0,0,0,0,0,0,0,0,0
"Gm3336",3.12,2.07,1.41,1.52,0,0,0,0,0,0,0,0,0
"Anxa2r2",0,0,0.06,0,0,0,0,0,0,0,0,0,0
"1700001J03Rik",0,0.51,0,0,0,0,0,0,0,0,0,0,0
"Gm12537",3.31,3.41,4.22,3.63,2.61,2.23,1.51,0.46,0.25,0.23,0.49,0.72,0.52
"Msantd5f2",0.19,0,0,0.15,0,0.2,0,0.07,0,0,0,0,0
"Zfp353-ps",0,0,0,0.03,0,0,0,0,0,0,0,0,0
"Tcstv2a",0.12,0.46,0.07,0.23,0,0,0,0,0,0.18,0,0,0.15
"Pramel42",0,0.2,0,0.04,0,0.03,0,0,0,0,0,0,0
"Igha",0,0,0.12,0.05,0.08,0,0,0,0,0,0,0,0
"Gm15091",0.17,0,0.36,0.51,0,0.09,0.32,0.17,0,0,0,0,0
"Ccdc85b",4.97,4.99,8.06,6.18,5.48,5.03,7.03,5.15,6.49,6.23,9.35,8.13,9.63
"Gm13285",0,0,0,0,0.06,0.05,0,0,0.07,0,0,0,0
"Edaradd",0,0.01,0.01,0.01,0.02,0.18,0.26,0.13,0.53,0.3,0.4,0.34,0.58
"1700003E24Rik",0,0,0.24,0,0,0,0,0,0,0,0.07,0,0
"Itpripl2",0.2,0.53,1.39,1.34,3.05,9.37,8.73,11.05,11.96,11.47,13.33,16.18,15.64
"Mid1-ps1",0,0.24,0,0,0,0.29,0,0.31,0,1.92,1.57,1.79,3.7
"Rps12-ps17",0,0,0,0.07,0,0,0,0,0,0,0,0,0
"Pou3f2",0.13,0.24,0.09,0.16,0.41,1.03,0.14,0.13,0.02,0.2,0.05,0.33,0.06
"Rps19-ps13",0.22,0,0,0,0,0.22,0,0,0,0,0,0,0
"Tubb4b-ps1",1.77,1.22,1.05,1.35,0.1,0.71,0.21,0.16,0.23,0.08,0.15,0.09,0.13
"Gm4795",0.44,0.22,0.25,0.79,0.09,0.01,0,0,0,0,0,0.17,0.26
"Rhox5",653.73,656.53,674.72,1092.73,71.23,23,38.25,34.14,47.26,40.24,37.76,38.94,28.96
"Gm10668",0.13,0.03,0,0,0,0,0,0,0,0,0,0,0
"Gm20939",15.21,22.34,6.36,9.4,5.45,2.18,2.22,2.94,2.31,3.59,2.12,3.01,2.78
"Gm3005",0,0,0.25,0,0,0,0.08,0.34,0,0.09,0.2,0.08,0
"Zfp967",6.83,5.73,3.71,6.42,9.35,5.25,11.73,7.35,13.02,10.4,13.16,6.32,8.05
"H2bc15",0,0.53,1.11,0.81,10.79,5.92,12.15,10.34,5.86,0.64,15.19,3.76,1.06
"Or10ak14",0,0,0,0,0,0,0,0,0.04,0,0,0,0
"Gm21586",0,0,0.05,0,0,0,0.98,0,0,0,0,0,0
"Zfp799",1.9,4.19,8.86,14.75,7.75,23.89,28.06,34.91,44.42,28.01,28.7,22.55,21.94
"Obox4-ps27",0,0,0.24,0.05,0.2,0,0,0,0,0.08,0,0,0
"Gfy",0,0.08,0.27,0.06,0.09,0,0,0,0,0,0,0,0
"Gm10058",0,0,0,0.01,0,0,0,0,0,0,0,0,0
"Potefam3b",0,0,0,0,0,0,0,0,0,0.04,0,0,0.14
"Gm3488",0,0.04,0.69,0.2,0.3,0.19,0.21,0,0,0,0,0.15,0
"Spata31e3",0,0,0.04,0.08,0,0,0,0,0,0,0,0.01,0
"Plac9",1.45,2.2,9.74,10.23,0.14,0,0,0,0,1.27,0.19,4.3,0.73
"Zfp1001",12.85,13.1,10.79,16.8,6.27,8.36,8.85,10.98,11.39,8.75,7.75,4.86,7.45
"Zfp870",10.12,8.8,4.61,4.64,4.36,5.18,7.87,4.96,6.8,6.22,6.28,7.36,10.22
"Zscan4b",0.55,0,1.01,0.19,0,0,0.12,0,0,0,0,0,0
"Gm14325",15.47,26.97,7.67,13.17,27.53,29.1,31.15,51.36,54.79,58.74,54.84,33.43,35.92
"Gm4567",0.13,0.03,0,0,0,0,0,0,0,0,0,0,0
"Gm21859",0,0,0,0,0.19,0.08,0,0,0,0,0,0,0
"D630033O11Rik",0,0,0,0,0,0.03,0,0,0,0,0.02,0,0.09
"Gm21092",2.79,4.89,5.69,4.05,3.69,17.73,9.91,12.63,13.72,25.6,12.01,19.29,10.23
"Tmem200c",0.05,0,0.18,0.16,0.03,27.67,6.64,9.9,3.89,8.6,4.25,8.24,3.69
"Gm13043",0,0,0.51,0.33,0,1.3,0,0.15,0,0,0,0.57,0.45
"H2al1e",0,0,0,0,0,0.19,0,0,0,0,0,0,0.3
"Rps2-ps6",0.68,1.01,1.45,0.83,0.36,0.37,0,0,0.24,0.16,0,0.58,0
"Zfp748",4.35,5.07,5.02,5.38,3.42,7.88,6.53,7.24,8.38,11.07,8.9,9.54,10.59
"Fignl2",0.05,0.47,1.77,2.22,14.4,30.16,37.42,5.85,11.33,3.53,3.39,4.09,4.64
"Vmn2r-ps16",0,0,0,0.09,0,0,0,0,0,0,0,0,0
"Entpd4",3.33,3.3,3.63,2.62,2.43,4.58,5.94,7.16,8.36,11.35,11.13,11.41,13.91
"Gm6214",0,0,0,0,0,0,0,0,0,0,0,0.19,0
"A630023A22Rik",0,0.18,0,0,0,0,0,0,0,0,0.18,0,0.63
"Rps12-ps14",0.11,0.11,0.11,0.1,0,0.07,0,0,0,0,0,0,0
"Pramel43",0.71,0.06,0,0.16,0,0,0,0.04,0.13,0.06,0,0.08,0.1
"Gm17222",0,0.32,0,0.07,0,0.08,0,0,0,0,0,0,0.08
"Tcstv6a",0,0.11,0,0,0,0,0,0,0,0,0,0,0
"Gm15682",4.74,7.41,4.85,7.72,0.43,3.48,2.73,1.44,1.26,5.27,0.67,0.42,5.29
"Esp4",0,0,0,0,0,0,0.65,0,0,0,0,0,0
"Zfp969",0,0.29,0,2.63,0,0,0,5.19,0,1.02,9.95,0,0
"Gm10230",0,0,0,0.01,0,0,0,0,0,0,0,0,0
"Speer4a3",0,0,0,0,0,0,0,0.03,0,0,0,0,0
"Noc2l",134.9,152.73,221.11,186.06,108.33,77.83,59.29,47.29,58.49,66.62,56.73,75.47,67.88
"Trav4n-3",0.49,0,0,0,0,0,0,0,0,0,0,0.19,0
"Fmo6",0,0,0,0,0,0.24,0.04,0.3,0.13,1.23,0.77,3.38,2.25
"Gm6619",0,0,0,0,0,0,0.43,0.29,0,0.14,0,0.16,0
"Fam177a",6.9,5.66,7.64,7.61,9.45,6.18,3.57,9.49,5.25,11.79,7.16,13.21,10.01
"Gm6215",0,0.12,0.05,0.05,0,0,0,0,0,0,0,0.03,0
"Anxa2r1",0,0,0.06,0,0,0,0,0,0,0.08,0,0,0
"Gm6291",1.08,4.59,0,2.47,0,0,0.37,0,0,0.7,0,0,0
"Gm26244",3.91,0,20.33,0,0.14,0,0,0,200.81,0,165.55,0,0
"Csta2",0,0.25,0,0,0,0,0,0,0,0,0,0,0
"Gm15085",2.35,1.3,1.23,0.6,0,0.53,0,1.53,0,1.67,0,0.68,0.02
"Gm2004",3,3.79,4.44,8.17,5.56,2.17,17.87,8.31,19.81,11.14,6.06,5.37,3.28
"Plscr5",0,0,0,0,0,0.07,0,0,0,0.06,0,0,0
"Vmn2r130",0,0,0,0,0,0,0,0,0,0,0.02,0,0
"Dynlt1f",212.72,230.28,315.75,307.3,109.19,231.66,168.24,184.54,166.1,245.06,147.06,218.8,204.48
"Gm8281",0.36,0.3,1.16,1.34,0.11,0.34,0.47,0.19,0.43,0.17,0.08,0.38,0.38
"4930555G01Rik",0,0.06,0,0,0,0,0,0,0,0,0,0,0
"Rnaset2a",8.61,14.81,12.93,11.1,44.4,10.83,8.39,15.45,18.68,21.35,15.4,26.14,20.06
"Rhox2d",0,0.13,0.12,0.71,0,0,0,0,0,0,0,0,0
"Eif1ad11",0.71,0,0,0,0,0.23,0,0,0,0.39,0,0,0
"Pramel40",0.11,0.24,0,0.08,0,0,0,0,0,0,0,0,0
"Eif1ad19",0.16,0.08,0.2,0.18,0,0,0,0.05,0,0.05,0,0.09,0
"Vmn2r29",0,0,0,0,0.03,0,0,0,0,0.1,0.02,0.52,0.04
"Rhox2f",0.98,1.08,0.09,0.27,0,0,0,0,0,0,0,0,0
"Or11g25",0,0,0,0,0.02,0,0,0,0,0,0,0,0
"Nupr2",1.4,1.38,0.66,1.15,0.15,1.87,0.45,0.69,0.58,0.71,1.76,0.35,1.83
"Igkv6-17",0,0,0,0,0,0,0.54,0,0,0,0,0,0
"Eif1ad10",2.34,0,0.67,0.24,0,0.16,0.08,0.22,0,0,0,0.75,0
"Tcstv3",0.69,0.11,0.19,0.18,1.18,0,0,0,0,0,0.16,0.4,0.58
"Cwc22rt7",0.16,0.06,0.05,0.06,0.01,0.05,0.02,0.02,0.01,0.03,0.01,0.02,0.01
"Gng14",0,0,0,0,0,0,0,0,0,0,0,1.14,0
"Gm5451",0,0.19,0.84,0.54,0,0,0.26,0.24,0,0.46,0.22,0,0.51
"Trav14d-1",0,0,0,0,0,0,0,0,0,0,0.21,0,0
"Gm15128",1.28,0.54,1.13,0.46,0.22,1.59,0.17,0.66,0.23,0,0.69,0.44,0
"Gm10096",0,0,0,0.01,0,0,0,0,0,0,0,0,0
"Zfp997",8.99,13.41,4.46,13.41,1.17,0.13,0,0.21,0,0.2,0.05,0.6,0
"Gm3317",0,0,0,0,0,0,0.12,0,0,0,0,0,0
"Nim1k",0.98,0.92,0.33,0.37,3.15,1.2,0.9,1.86,1.15,2.62,2.09,2.66,1.77
"Msantd5f3",0,0,0.22,0,0,0,0,0,0,0.06,0,0,0
"Zscan4e",0.61,0.52,0.56,0.62,0.29,0.52,0,0.05,0,0.31,0.07,0.71,0.14
"Gm12671",0,0,0,0,0,0.36,0,0,0,0,0,0,0
"Gm16416",0.6,0,0,0.18,0.22,0,0,0,0,0.2,0.71,0,0
"Tle7",0,0.24,0.66,0.64,0,0,0,0,0,0,0,0,0
"Pramel56",0,0,0,0.04,0,0.03,0,0,0,0,0,0,0
"Gm6221",0,0,0.24,0.15,0.03,0,0,0,0,0,0,0.03,0
"Cphx1",0.04,1.4,0,3.64,0,0.39,0,0.24,0,0.87,0.08,2.11,0
"Zfp97",10.22,18.71,9.07,13.76,8.59,4.65,4.62,6.68,8.21,8.51,6.28,6.82,5.51
"Gm17048",0.3,0,0.35,0,0,0.12,0,0,0,0,0,0,0
"Pramel60",0.4,0,0,0,0,0,0,0,0,0,0,0,0
"Gpr15lg",0,0,0,0.17,0,0.69,3.21,0.48,1.87,0.54,0.22,0.25,0
"Vmn2r53",0,0,0,0,0,0,0.01,0,0,0,0,0,0
"Gm3500",0,0,0,0,0,0.11,0,0,0,0.29,0,0,0
"H4c16",0.27,0.05,0.44,0.13,1.16,0.41,3.04,3.54,2.64,0.18,2.62,0.98,0.25
"Sox1",1.06,2.24,4.86,6.45,0.12,0.6,0.12,0.56,0.23,1.22,0.38,2.64,0.78
"Odaph",0.45,0.3,0.09,0.38,0,0,0.22,0.44,0,0.21,0.69,0.25,0
"D830030K20Rik",0.7,0.43,3.48,0.81,0.93,0.9,0.71,1.07,1.07,0.99,0.21,0.69,1.96
"Eif1ad17",0.53,0.95,0.91,0,0,0,0,0,0,0,0,0.34,0
"Syne1",0.55,0.7,0.67,1.05,0.27,2.14,3.02,5.91,5.18,6.18,6.82,5.2,6.41
"Pramel46",0.15,0,0.63,0,0,0,0,0,0.13,0,0,0.08,0.1
"Mageb6b2",0,0.26,0.02,0.13,0,0,0,0,0,0,0.02,0,0
"Gm4761",0,0,0,0.11,0,0,0,0,0,0,0.14,0,0
"A630095N17Rik",0.32,0.36,0,0.09,0,0,0,0,0,0,0,0,0
"Trav4-4-dv10",0.29,0,0,0,0,0,0,0,0,0,0,0,0
"Gm9167",0,0.15,0,0.18,0,0,0,0,0,0,0,0,0
"Gm6228",0,0.17,0,0.06,0,0,0,0,0,0.03,0,0,0
"Rps12-ps18",0,0,0,0.07,0,0,0,0,0,0,0,0,0
"Pramel50",0.2,0.1,0.02,0.16,0.06,0,0,0,0,0,0.05,0,0
"Ankrd66",0.06,0,0,0.04,0,0.06,0.06,0.06,0,0.12,0.05,0.07,0.19
"Dnah7a",0.35,0.31,5.09,3.14,0,2.97,3.67,2.97,2.28,1.45,0.63,1.03,0.19
"B020004C17Rik",0.06,0,0,0,0,0,0,0,0,0,0,0,0.15
"Vkorc1",42.64,34.1,54.19,47.7,22.72,52.88,34.18,62.19,52.2,118.83,57.47,110.39,110.3
"Kcnj11",0,0,0.21,0.17,0.2,1.14,0.3,0.63,0.85,0.75,0.06,0.42,0.9
"BC061195",0,0,0.24,0,0,0,0,0,0,0,0.07,0,0
"Gm13057",0,0.66,0,0,0.2,0,0,0,0,0,0,0,0
"Gm9242",0.62,0,0,0,0,0,0,0,0,0,0,0,0
"Gm5472",0.25,0.08,0.31,0.62,0.05,0.16,0.14,0,0,0.09,0.05,0.15,0.15
"Or10h5",0,0,0,0,0,0,0.01,0,0,0,0.05,0,0
"Gm8055",3.13,1.71,1.8,3.94,0.51,0.45,0.2,0.29,0,0,0,0.36,0.34
"Tcstv2b",1.52,0.7,0,0,0,0.36,0,0.35,0,0.14,0,0.09,0
"Gm5070",0.1,0,0,0.19,0,0,0,0,0,0,0.09,0,0
"Cmtm4",9.7,17.14,28.76,24.26,13.99,20.95,18.1,16.53,14.25,19.58,14.47,23.08,15.78
"Ptrhd1",4.55,4.31,3.76,4.34,3.9,5.67,3.35,3.8,3.96,3.73,3.63,4.01,5.69
"H1f0",40.06,46.93,40.39,27.4,172.39,347.12,244.16,357.26,379.51,405.49,359.12,385.31,457.94
"Smim22",10.92,12.29,12.25,4.11,1.35,0,0.25,0.75,0,0,0,2.6,0.4
"Or6c205",0,0,0,0,0,0,0.04,0,0,0,0.02,0,0
"Lhx8",0.33,0.2,0.26,0.32,0,0,0,0.17,0.15,0.42,0.33,0.52,0.51
"Pramel36",0,0.21,0,0,0,0,0.05,0,0,0,0,0.08,0
"Gm13238",0,0,1.46,0.55,0.33,0.22,0,0.18,0.17,0,0.22,0.29,0
"Dynlt1b",272.9,313.63,274.64,286.64,112.53,202.56,149.17,224.06,188.62,246.15,147.36,220.13,221.54
"Ccer2",0.08,0.07,0.24,0.05,0,0,0,0,0,0,0,0,0.12
"Potefam3e",0,0,0,0,0,0,0,0,0,0,0,0.03,0
"Gm6176",0,0.03,0,0,0,0,0,0,0,0,0,0,0
"Tcstv1a",0.4,0.58,0.64,0.32,0.23,0,0,0.46,0.52,0.13,0,0.63,0
"Gm21814",2.43,1.91,2.07,3.23,0.92,46.61,47.86,16.35,30.95,24.3,13.89,14.64,10.19
"Faiml",1.45,0.29,0.13,0.31,0,0,0,0,0,0,0,0,0
"Tcstv2c",0,0.1,0.05,0.1,0,0,0,0,0,0,0,0.32,0
"Msantd5f10",0.04,0,0.02,0,0,0.02,0,0,0,0,0,0,0
"Cwc22rt5",0.16,0.06,0.05,0.06,0.01,0.05,0.02,0.02,0.01,0.03,0.01,0.02,0.01
"Samd11",0.03,0.05,0.14,0.04,0,0.12,0,0.03,0.24,0.35,0.94,0.13,0
"Or8b40",0.32,0.21,0.98,0.23,0.1,0,0,0,0.04,0.01,0.01,0,0.06
"Rps12-ps21",0.31,0,0,0,0,0,0,0.12,0,0,0.11,0,0
"Gm21992",4.09,4.63,8.29,7.57,3.39,6.27,5.32,1.54,1.95,7.47,5.47,7.57,9.51
"Fam240a",0.19,0.17,0.73,0.13,0,0,0,0,0,0,0,0,0
"Gm21811",6.18,10.55,8.8,4.68,13.02,30.54,27.77,37.66,35.88,46.78,22.49,35.88,15.87
"4930474N05Rik",0,0,0,0.02,0,0,0,0,0,0,0,0,0
"Or8c17",0,0,0,0.03,0,0,0,0,0,0,0,0,0
"Zfp994",0.77,1.13,0.86,0.86,1.7,1.82,1.62,4.24,2.57,4.95,3.17,3.97,3.05
"Rps12-ps16",0,0,0,0.08,0,0,0,0,0,0,0,0,0
"Gapdh-ps15",0.1,0.18,0,0,0,0,0.1,0,0,0,0,0,0
"Obox4-ps23",0,0,0,0,0,0,0,0,0,0,0,0.1,0
"LOC118568041",0,0,0,0,0,0.09,0,0,0,0,0.08,0,0
"Gm10147",0,0,0,0.01,0,0,0,0,0,0,0,0,0
"Moap1",7.65,6.7,7.85,14.27,13.33,13.53,20.38,15.45,23.34,18.54,17.07,10.88,11.18
"Cdkn2d",15.06,18.66,5.88,5.65,6.13,19.68,19.01,26.52,24.81,24.28,21.83,32.29,29.42
"Cwc22rt4",0.16,0.06,0.05,0.06,0.01,0.05,0.02,0.02,0.01,0.03,0.01,0.02,0.01
"Gm10409",0,0,0.39,0.23,0.25,0,0.15,0.08,0.14,0.07,0.13,0.08,0.06
"Pramel3b",0.39,1.5,0.49,1.12,0,0.13,0.03,0.06,0,0.06,0.06,0.32,0
"Gm6919",0,0,0,0.13,0,0,0,0,0,0,0,0,0
"Gm2663",0,0,0,0,0,0,0,0,0,0.09,0,0,0
"Msantd5f7",0.04,0,0.02,0,0,0,0,0,0,0,0,0,0
"Fam240b",0.22,0.13,0.17,0.2,0.08,0,0,0,0,0,0,0,0.23
"Prickle4",1.2,1.15,0,0.5,1.34,0.9,1.93,1.59,4.35,2.09,2.14,1.98,3
"Trav10",0,0,0,0,0,0,0.24,0,0,0,0,0,0
"1700009J07Rik",0,0,0,0,0,0,0,0,0,0,0,0.1,0
"Gm2956",0,0,0.13,0,0.16,0.27,0,0,0.15,0,0,0.08,0
"Gm17121",0,0.32,0,0.07,0,0.08,0,0,0,0,0,0,0.08
"Trav6d-3",0,0,0.24,0,0,0,0,0,0,0,0,0,0
"Tpbgl",0.05,0.02,0.14,0.09,0.19,12.02,5.13,5.62,5.41,4.86,3.06,5.34,6.59
"Gm5559",0.98,0,0.37,0.97,0,0,0,0,0,0,0,0,0
"Gm3383",0,0,0.38,0.12,0.69,0.12,0.21,0.25,0.24,0.12,0.09,0.06,0.04
"Alyreffm9",0,0,0,0,0,0.15,0,0.07,0,0,0,0,0
"Magea1",0,0,0,0,0,0,0,0,0,0,0.06,0,0
"1700065D16Rik",0,0,0.7,0.04,0,0.43,0.53,0.32,0.18,0.14,0.18,0.24,0.17
"Mup15",0,0,0.35,0,0,0,0,0,0,0,0,0,0
"Rps19-ps1",2.16,12.57,7.32,5.61,1.9,11,6.77,2.32,0,6.95,1.66,9.99,5.14
"Mfsd4b4",1.98,0.87,1.96,1.44,2.31,3.66,3.21,6.32,4.38,5.46,3.64,4.42,4.89
"Zfp960",15.02,17.82,11.16,13.75,9.43,4.71,6.77,8.01,6.72,11.79,7.16,6.37,5.47
"Rps19-ps4",5.41,32.09,28.73,11.27,4.18,22.85,6.3,5.41,4.34,12.32,3.47,5.31,26.33
"Msantd5f4",0,0,0.11,0,0,0,0,0,0,0.06,0,0,0
"Zfp781b",1.93,2.39,1.74,2.67,2.39,4,4.06,7.33,6.67,6.79,5.01,4.8,5.32
"Mrgpra2b",0,0,0,0,0,0,0,0,0,0,0.06,0,0
"Psmb9",1.9,2.84,19.24,17.1,6.37,0,0.23,0.69,0.72,0.82,0.51,1.86,1.28
"Cwc22rt3",0.16,0.06,0.05,0.06,0.01,0.05,0.02,0.02,0.01,0.03,0.01,0.02,0.01
"Lbhd1",78,22.88,56.04,111.24,43,35.75,47.66,30.97,52.17,42.81,50.08,38.37,21.68
"Alyreffm8",0.2,0.06,0.19,0.18,0,0.2,0,0,0.04,0,0,0.16,0
"Msantd5f8",0.04,0,0.02,0,0,0.02,0,0,0,0,0,0,0
"Fam181a",0.51,0.35,0.35,0.27,0,0.06,0,0,0,0,0,0,0
"Rps12-ps13",0.11,0.11,0.11,0.1,0,0.07,0,0,0,0,0,0,0
"Or52e8b",0,0,0,0,0,0,0,0,0.03,0,0,0,0
"Gm5796",0,0,0.29,0.46,0.02,0,0,0,0,0,0,0.33,0
"Rhox2e",0,1.07,0,0,0.06,0,0.06,0.41,0,0,0.1,0.39,0
"Or8b1c",0.03,0,0,0,0,0,0,0,0,0,0,0,0
"Zfp433",3.99,4.05,4.76,5.32,5.72,11.68,7.36,10.46,5.02,9,8.74,6.05,4.18
"Eif1ad16",0,0,0,0.22,0,0.23,0,0.66,0,0,0,0.34,0
"Gm10481",11.57,11.55,14.18,7.58,2.41,5.63,0.53,0,0.65,0.67,0,0.92,1.14
"Or1j15",0,0,0,0,0,0,0,0,0,0,0.01,0,0
"Trav12-1",0,0,0.24,0,0,0,0,0,0,0,0,0,0
"Ccl27b",0,0,0,0,0.25,0,0,0,0,1.31,0,0.35,0.26
"Trav14n-1",0,0,0,0,0,0,0,0,0,0,0.21,0,0
