"","ESC_Rep1","ESC_Rep2","Epi_Rep1","Epi_Rep2","Meso_Rep2","OSC-D7_Rep1","OSC-D7_Rep2","OSC-D8_Rep1","OSC-D8_Rep2","OSC-D9_Rep1","OSC-D9_Rep2","OSC-D10_Rep1","OSC-D10_Rep2"
"Gsx2",12,24,3,0,0,0,1,0,0,0,0,0,0
"Acss3",0,0,9,3,44,203,91,95,46,74,50,58,23
"Fbxw2",982,1267,1319,1486,1106,1074,1110,1228,866,1569,1317,1351,938
"Ascl3",0,0,0,0,0,0,0,0,0,0,0,1,1
"Pip4p1",799,1437,1160,1002,594,713,493,503,327,730,447,748,518
"Dock4",124,362,338,320,115,238,215,207,160,314,374,319,181
"Tdp2",891,1022,1057,1253,1328,795,723,716,629,843,803,563,385
"Apex1",5248,4743,5158,6139,3152,3822,4150,2924,2414,2932,2637,2425,1510
"Tmem59l",8,11,990,1130,69,1,0,6,2,14,14,29,20
"Ints6l",64,138,128,163,1201,359,281,381,181,355,266,262,187
"Rusc2",495,801,68,64,20,437,354,563,349,721,636,898,583
"Nme5",8,2,23,29,69,6,6,22,5,19,15,14,10
"Fnip1",621,1060,806,923,1348,1529,980,1706,982,2310,1752,1810,893
"Atosb",203,276,99,123,275,380,305,537,285,500,415,438,275
"Ripor2",0,0,2,5,0,35,16,26,33,72,51,75,62
"Mettl25",209,186,152,191,112,164,167,162,136,216,166,228,106
"Tmtc2",15,28,16,8,73,2893,2399,3904,2993,4677,4169,3934,2331
"Parp2",761,969,1338,1264,801,643,754,766,642,857,739,586,416
"Tmem63b",903,1279,2563,2271,1224,1810,1087,1333,823,1558,1247,1463,892
"Prtg",55,181,812,1162,10626,287,522,97,115,106,95,290,74
"Zfp57",3486,4075,630,723,315,496,474,599,440,987,807,934,562
"Adamtsl2",0,0,5,3,245,2,2,29,9,23,51,22,30
"5031439G07Rik",840,1272,1370,1564,2903,1230,1345,1394,1104,2015,2177,2249,1463
"Dnajb5",137,233,501,491,522,312,286,365,274,458,350,463,283
"Fmnl2",525,920,1613,1887,3332,1413,1255,1216,886,1601,1992,1469,922
"Sugp2",434,475,757,500,349,553,392,536,307,785,581,796,358
"Ptpn23",1262,2231,2149,2143,2175,3228,2089,2339,1583,2679,2298,2661,1837
"Smug1",262,563,279,312,625,1238,826,533,423,633,491,449,324
"Phf24",0,0,0,2,1,64,86,175,162,278,340,371,263
"Slc2a6",1,18,27,23,4,14,5,11,1,18,12,19,13
"Galt",578,617,641,516,190,169,143,140,110,143,132,154,101
"Sigmar1",1073,1754,4278,4757,1412,1038,1058,900,643,1300,1144,1329,876
"Slc17a3",0,0,0,0,0,0,0,0,0,0,0,1,1
"Zranb3",513,896,613,707,415,545,615,463,488,629,529,449,338
"Slain2",688,1033,921,1084,970,4912,3596,1932,1402,2072,2091,1719,1075
"Hyal3",4,5,3,2,8,7,2,7,4,13,17,9,16
"Arl5a",913,1326,1476,2275,2075,4067,3105,2566,2102,3174,3234,2808,1862
"Dgkb",0,0,8,47,0,150,8,61,5,111,38,137,32
"Slf2",930,1551,1384,1457,2163,2319,3317,2592,2318,3051,2994,2308,1325
"Myrf",71,60,3536,2809,66,8920,15470,4428,10062,5002,6414,5205,3697
"Vezt",108,153,255,255,407,535,447,739,578,957,837,789,477
"Colec12",84,185,223,431,1800,481,1105,598,926,1583,2477,2194,1432
"Rab3gap1",632,694,751,991,576,648,683,812,699,1001,950,919,552
"Prr5",330,436,764,916,582,207,288,211,236,294,528,495,417
"Mbnl3",30,56,146,184,28,172,70,68,73,151,291,148,132
"Lmo1",59,64,11,11,372,231,247,132,55,71,52,45,30
"Metap2",4586,4967,5852,7305,5060,4076,4029,4641,3449,5088,4512,3742,2208
"Rpp25l",554,602,771,898,192,459,506,460,324,549,483,540,414
"Rfxank",236,164,341,271,239,514,423,695,409,747,536,589,353
"Slc9a3",0,0,0,0,2,0,0,0,0,0,0,0,0
"Frmd7",0,0,0,0,0,0,0,0,1,0,0,0,0
"Fam110c",1,1,18,35,7,0,2,0,1,1,18,2,7
"Acaa1a",878,1104,495,602,493,1012,850,967,666,1308,1092,1356,841
"Hoxc9",8,18,2,4,298,2041,1278,1180,745,954,703,580,405
"Meox2",1,1,1,3,0,57,15,8,13,30,19,21,21
"Tm6sf2",1,0,2,3,2,1,1,0,1,2,5,1,3
"Mgat5",367,573,227,319,409,991,736,1191,651,1303,1217,1282,622
"Prickle1",90,129,361,414,435,1368,823,1546,898,1555,1679,1644,936
"Surf6",1235,1322,1886,2202,934,725,984,829,738,931,969,748,517
"Pphln1",371,455,4653,5497,1260,1531,1396,1439,1090,1708,1552,1272,778
"Ccdc38",17,15,4,10,1,0,0,0,0,5,0,2,0
"Sostdc1",0,1,0,5,24,1,0,5,1,10,18,53,33
"Cd200r3",0,0,0,0,0,0,0,1,2,4,3,2,5
"Gatad2a",4436,6048,9115,8632,3432,4429,2832,2543,1755,3322,2997,3425,1968
"H1f2",40,33,40,39,297,322,362,580,344,544,678,741,441
"Sapcd1",18,53,27,15,13,8,9,25,11,22,27,13,19
"Dipk1b",96,151,219,196,40,330,252,292,278,455,417,436,342
"Ankmy2",750,825,703,846,384,691,617,1181,757,1596,1351,1268,823
"Rorb",0,0,0,0,0,91,34,40,15,24,15,11,1
"Slc26a8",0,0,0,2,0,1,3,5,1,4,12,3,12
"Gxylt1",525,840,885,1061,1131,1753,1924,1725,1651,1872,1911,1273,847
"Arhgap36",1,2,4,1,5,713,485,290,227,197,200,185,103
"Ndufa13",2086,1951,1850,1969,1360,2042,1870,2633,1745,2788,2487,2578,1540
"Rif1",3290,6929,6850,9497,2428,1364,1616,1514,1155,1825,1615,1375,706
"Sh3bp4",1518,3047,2440,2965,477,945,724,510,512,869,883,1089,669
"Nepro",625,905,988,1228,1158,690,780,765,667,793,750,558,370
"H1f6",0,0,4,4,0,1,4,2,0,7,2,3,1
"Polr1has",179,155,395,331,145,79,94,163,115,154,111,89,77
"Pdzrn4",151,270,26,34,11,197,94,430,164,330,164,225,76
"Ska1",401,292,457,558,179,211,263,227,200,283,275,201,141
"Kctd1",160,165,76,62,105,518,374,413,268,415,331,369,236
"Ube2r2",2013,2205,2461,3014,2994,6154,5201,5040,4011,6096,5363,4541,3186
"Armh4",210,285,245,319,289,749,599,1278,814,1740,1819,1637,1119
"Tbc1d21",0,0,2,0,0,0,0,0,0,0,0,0,0
"Gmip",24,65,210,119,61,211,193,245,182,250,222,295,159
"Rbm43",177,130,254,329,43,54,67,78,61,134,110,122,83
"Trpm8",0,0,0,0,0,0,1,0,0,0,0,1,6
"Igfbp7",16,54,2,7,5,23,23,27,18,59,42,147,69
"Pnpla8",513,850,1115,1500,606,1477,1277,1405,1098,1760,1456,1264,754
"Fstl4",5,9,4,5,95,113,56,145,74,164,150,122,64
"Edc4",1635,2599,3229,2614,1917,2688,1756,2052,1281,2233,1758,2356,1403
"Lrrk2",49,23,135,161,9,105,93,221,149,283,281,242,132
"9530068E07Rik",961,1134,781,642,1563,8228,5445,7368,4594,10597,7680,9375,5882
"Macrod1",47,99,23,32,109,60,50,35,39,85,57,84,55
"Snapc4",370,565,1344,972,595,513,343,386,302,487,401,462,307
"Naa30",680,1190,1229,1594,1240,953,867,1039,777,1256,1370,1050,704
"Noa1",605,781,1493,1429,914,574,433,418,307,456,342,356,253
"Ap5m1",184,437,452,561,613,569,458,515,352,583,381,437,230
"Gramd1c",11,13,23,47,29,50,61,66,78,111,91,79,61
"Lrrn3",3,1,0,0,3,1365,781,2255,1028,1411,1119,762,566
"Slc2a13",0,1,0,1,10,393,207,207,120,268,251,188,148
"BC031181",848,935,1288,1564,700,849,750,964,648,1166,873,897,566
"Zdhhc23",146,370,251,289,40,8,4,2,6,25,3,31,15
"Lzts1",30,47,93,190,227,139,120,100,82,88,129,66,58
"Skp1",7172,7984,9281,11803,11567,7610,6588,7608,5506,9263,7382,6353,4093
"Polr1h",753,642,580,836,298,451,461,423,335,737,491,493,395
"Srp72",2738,3762,4619,5128,3496,3574,3026,3643,2598,4385,3886,3390,2173
"Qsox2",1047,1941,1572,1779,668,495,478,386,356,541,469,508,273
"Slc18a1",4,1,30,50,10,42,38,49,25,38,15,24,17
"Kidins220",564,794,1286,1637,646,2795,2131,4018,2582,5035,4587,4882,2329
"Igsf10",9,10,40,37,105,1161,637,937,656,1191,1027,1322,705
"Tmem260",32,53,49,78,198,356,427,470,422,582,625,459,337
"Ubac1",1423,1758,2061,2346,925,916,946,999,787,1156,948,1027,673
"P2ry12",0,0,0,0,0,0,0,0,0,1,0,0,0
"Csgalnact1",6,11,3,9,1,10,38,54,42,184,235,245,158
"Gpr101",0,2,2,3,0,0,0,0,0,0,0,0,0
"P2ry13",0,0,0,0,0,0,0,0,0,0,2,0,1
"Rmdn2",53,46,33,58,313,89,138,96,129,135,147,98,66
"Serbp1",22686,21826,30877,42588,18640,13198,15740,13731,11719,12133,14490,9128,6009
"Tmem258",1010,1148,1840,1728,750,1003,770,1133,663,1186,919,990,804
"Abt1",864,929,1098,1401,530,560,582,484,342,461,423,457,324
"Cracd",39,76,136,107,282,1001,1030,962,788,1153,897,1048,546
"P2ry14",0,0,3,0,0,9,6,0,0,0,1,6,1
"Gadd45a",328,587,522,617,691,129,105,74,59,86,77,82,51
"Sec24a",401,778,934,786,664,1041,667,928,537,1068,1191,1187,562
"Glb1l2",21,37,38,44,21,241,182,138,104,141,99,94,39
"Ppp1r11",1030,1020,1040,1124,460,925,796,930,611,1184,874,917,697
"Glt6d1",0,0,0,0,0,0,0,0,1,0,0,0,0
"Gng12",583,1063,441,523,1425,4332,2885,2698,1745,3111,2702,3033,1731
"Cep135",224,321,414,347,300,412,449,373,387,465,413,308,163
"Arsi",0,1,1,9,273,9,22,7,46,76,214,320,278
"Pcdh8",3,5,60,70,35,305,41,104,94,129,116,113,63
"Gpi1",12630,16708,17173,17243,9645,6974,5918,4350,4042,5782,5427,6517,4234
"Tbcc",361,476,533,595,230,576,534,697,537,650,600,531,392
"Siah2",287,496,314,308,390,292,361,142,133,164,179,183,132
"Exoc1",428,653,784,714,500,717,574,733,531,929,766,816,452
"Npy1r",1,1,6,1,2,289,119,233,114,291,186,125,92
"Calm2",8529,7935,10035,12376,4719,7912,8655,9739,7573,11533,9921,9264,5880
"Thap11",854,922,1742,1515,1013,1745,1247,1619,823,1756,1354,1734,915
"Lum",6,6,4,6,6,342,152,1871,637,7184,6039,12277,6295
"Hif1an",984,1385,1767,2083,1134,2878,3083,2525,2000,2578,2807,2298,1481
"Arhgap26",156,303,160,159,123,110,134,140,131,219,222,275,121
"Wtip",741,1222,1125,1419,466,702,635,488,412,732,676,945,627
"Elf1",256,404,235,323,251,587,510,557,365,606,630,604,375
"Megf11",76,176,4,17,27,68,19,46,10,123,53,122,56
"Marchf1",0,0,0,4,0,2,0,7,0,7,10,42,3
"Tbc1d24",267,781,195,179,368,787,609,1217,679,1654,1563,1527,958
"Btg1",667,1125,521,670,1792,2414,2336,1940,1718,2341,3078,2699,1764
"Prss56",1,3,3,3,561,2,0,0,0,0,1,0,2
"Rnf39",21,20,10,12,57,0,0,1,1,2,0,3,1
"Eea1",240,298,252,243,224,676,795,1288,850,1663,1597,1551,775
"Akp3",0,1,0,1,13,1,0,0,0,0,0,0,1
"Fam13b",66,144,344,289,681,1267,1224,1412,1045,1542,1489,1330,807
"Tmem255a",1,0,4,0,2,113,120,89,164,422,607,412,374
"Rnf13",341,433,210,288,283,605,409,662,377,909,645,648,419
"Phpt1",443,505,701,671,884,1251,1327,1664,1332,1736,1721,1514,1139
"Cdh8",2,2,7,4,1,1500,573,901,402,608,269,291,136
"Commd2",637,681,731,743,416,666,576,602,430,783,534,633,467
"Greb1",6,25,219,162,2903,130,241,55,107,74,196,121,114
"Card11",37,50,3,36,0,1,0,5,2,3,1,0,3
"Ppfibp2",219,394,120,145,1132,221,508,283,498,457,893,645,651
"Sbf1",963,1874,2332,2027,1186,2109,1357,1784,1266,2594,2158,2852,1845
"Cdc42ep3",257,357,191,279,80,75,78,120,176,377,425,406,273
"Slc38a7",640,1277,1191,933,754,941,593,818,509,1010,573,862,499
"Rnf113a1",153,161,178,250,89,93,105,126,72,110,93,83,45
"Adamts2",22,36,65,43,7,478,430,565,427,1266,1817,2120,1615
"Cnot1",7428,14237,15839,15300,8925,13238,9822,10347,6498,11790,9390,10464,5437
"Akap14",0,0,4,3,0,0,0,0,0,0,0,0,0
"Ermard",227,324,271,254,145,216,155,209,145,198,184,206,114
"Sh3tc1",341,826,96,160,1,21,34,30,31,51,65,38,32
"Iqce",174,268,285,304,418,714,557,894,584,1024,831,856,529
"Stpg4",0,0,0,0,0,0,0,0,0,1,0,0,0
"Lgi4",0,0,0,0,2,7,7,14,4,10,11,28,17
"Ppp6r2",104,183,334,256,226,609,395,621,440,812,819,906,552
"Ndrg4",252,306,264,173,55,354,133,471,157,659,344,778,314
"Ttyh3",352,560,2059,1931,1784,10686,7365,7463,5636,9324,8493,10026,7667
"Bicral",1401,2433,788,818,342,465,380,465,428,572,659,470,373
"Fxyd1",0,0,2,3,3,50,53,89,72,154,171,176,211
"Upf3b",505,542,521,742,505,269,441,541,479,481,556,305,151
"Fxyd7",0,0,7,4,0,25,16,20,10,76,50,125,55
"Fgf1",2,5,3,2,10,7,7,9,2,21,22,73,16
"Grifin",1,0,4,10,0,0,0,0,0,0,0,0,0
"Fut7",0,0,0,0,1,0,0,0,0,0,0,0,0
"Arhgap21",796,1938,2275,2011,1645,2109,1941,2677,1685,2229,2005,1822,1004
"H2-Aa",1,7,2,0,7,0,1,0,0,0,0,6,0
"Cpz",30,63,84,97,196,126,89,28,74,25,44,39,25
"Ccdc113",22,17,16,16,0,0,0,1,0,0,2,1,0
"Chst12",208,293,492,548,131,373,269,396,218,479,463,511,369
"Alx1",3,3,11,26,5,600,761,195,214,143,293,106,109
"Plxnb2",2689,5708,3254,3308,2280,9363,7902,8640,6699,12097,11808,12863,9028
"Eepd1",43,59,40,31,9,202,269,205,235,239,277,210,166
"Eipr1",514,635,932,938,258,552,331,358,254,423,308,416,243
"Rfxap",195,212,396,467,311,487,575,491,391,570,503,511,285
"Etl4",1053,2259,2577,2835,1509,1772,1550,1930,1636,2845,3782,2686,2111
"Mgat4b",960,1515,706,722,827,2259,1603,1611,1166,2130,1653,2196,1312
"Atp13a2",476,863,594,707,795,1314,911,1134,767,1355,1343,1736,1216
"Alg5",360,397,496,574,438,309,278,401,328,492,528,466,264
"Mag",1,4,10,13,0,0,5,3,2,1,4,8,2
"Clcn7",402,603,735,570,825,700,656,748,501,1104,844,1056,740
"Nudt1",814,791,889,1087,146,381,354,407,337,442,350,373,241
"Ccdc148",0,0,0,0,0,9,4,23,9,30,16,29,15
"Tbc1d9b",537,919,648,499,1097,2092,1554,2657,1726,3563,2906,3679,2140
"Man1b1",908,1413,1405,1850,1459,2437,2210,2151,1812,2844,2809,2450,1823
"Colec11",1,0,2,2,2,16,15,43,28,71,88,48,49
"Or2b6",0,0,0,0,0,4,0,0,0,0,0,0,0
"Dennd3",58,162,221,241,118,40,41,64,52,126,161,189,133
"Tcaf1",34,81,150,175,853,4415,3651,4825,2900,5353,4091,3935,2206
"Cenpt",905,1133,1017,858,375,795,424,777,395,888,557,721,377
"Tmtc3",484,1160,869,1221,1344,1418,1375,1136,809,1295,1420,1128,669
"Aaas",2016,2515,2631,2683,2732,1286,1309,898,762,1037,857,901,638
"Cc2d1a",566,633,825,590,418,833,439,859,468,1224,972,1540,762
"Tmem184a",11,34,75,64,39,5,0,13,5,32,25,27,18
"Nop14",1786,2320,3755,4245,2403,1140,1342,1362,1038,1445,1424,1056,620
"Ago2",3640,10599,7658,7644,7608,9654,9532,6554,5046,6306,7521,6664,4177
"Zcchc12",6,4,137,122,1,71,96,405,507,716,746,591,481
"Cab39",1533,2209,2285,3280,1969,2172,1855,2029,1395,2613,2433,2252,1409
"Cyld",268,352,443,515,282,640,434,822,435,976,784,940,417
"Micall2",67,63,96,105,25,149,157,165,137,213,214,205,170
"Zscan12",273,244,290,291,412,489,498,600,445,604,504,413,263
"Cysrt1",5,5,0,2,0,0,1,0,0,1,0,0,0
"Rbm42",2494,3117,2980,2914,1478,2081,1513,1810,1273,2082,1618,2108,1436
"Oxsr1",1367,2250,2042,2087,1278,1543,1356,1431,1030,1752,1615,1486,956
"Psma8",331,400,335,641,13,7,9,6,4,8,6,15,7
"Ttll7",3,9,18,30,27,128,87,162,83,236,218,179,103
"Cuedc2",969,1135,1392,1272,1250,1619,1151,1663,1152,2266,1738,1839,1206
"Pramel5",1,4,0,0,0,0,0,1,0,0,1,0,0
"Cox6b1",2812,3299,2347,2466,1976,2753,2346,2602,1953,3379,2520,2575,2075
"Tubb4b",22059,25666,26324,34095,4691,4748,4128,3836,3225,4904,4963,6131,4059
"Kcnk9",0,0,1,0,1,0,3,0,0,6,2,15,7
"Dnajc12",65,77,22,47,122,129,86,161,84,158,120,115,67
"Dner",46,105,14,28,31,119,59,192,74,168,68,226,54
"Kif15",497,890,1016,1205,1295,1092,1311,956,896,1040,1127,743,449
"Wdr44",221,366,222,397,59,109,70,134,77,245,232,212,116
"Stpg3",0,4,16,22,4,0,0,0,0,0,0,1,0
"Decr2",449,582,310,357,200,460,339,631,431,718,597,592,430
"Anln",2391,4110,2538,3065,1080,1995,2015,1608,1475,2446,2379,2518,1476
"Tent4b",788,1018,1482,1514,1017,927,726,919,477,1169,869,1048,489
"Rps27l",3383,3463,4777,6842,2083,1504,1185,1035,742,1440,953,1240,796
"Klhl13",1053,1934,935,2237,532,1969,1310,1697,1125,2524,2201,2234,1542
"Slitrk2",0,0,29,41,4,1327,485,321,218,328,296,153,113
"Mbd5",121,266,190,226,507,946,900,893,655,883,927,685,495
"Fam135b",1,1,1,1,1,1,0,4,0,12,7,40,5
"Noxa1",0,0,1,6,1,2,0,1,0,0,0,3,0
"Cnep1r1",359,357,573,501,379,1019,737,881,627,1240,906,1133,688
"Slc6a20a",1,4,5,0,2,0,0,0,0,0,0,3,0
"Dpp10",0,2,0,1,0,481,116,929,270,1075,501,629,240
"Atoh7",0,0,3,1,0,0,1,0,0,0,0,0,0
"Sun1",2369,3802,1736,1867,572,1106,937,1177,780,1390,1351,1386,852
"Jmjd4",448,612,986,960,601,1239,1163,1332,820,1260,1197,1153,623
"Amdhd2",713,880,639,800,357,528,399,532,382,680,671,670,459
"Topors",1530,2123,1871,2805,2477,2297,2305,2457,1867,2435,2444,1902,1172
"Ssx2ip",567,672,970,1016,489,637,524,490,389,627,501,510,312
"Igflr1",0,0,0,0,0,1,3,0,0,4,3,1,0
"Lpar3",1,3,0,3,1,59,55,20,14,17,9,7,6
"Pnpla7",122,188,363,473,166,167,132,201,179,304,277,314,187
"Plch1",152,248,514,670,82,251,170,84,47,93,46,137,42
"Psenen",460,480,407,529,465,749,649,547,539,945,677,755,521
"Siah1a",372,443,555,481,342,1387,800,908,529,976,766,827,469
"Lin37",483,535,286,294,161,273,239,288,191,328,262,283,206
"Mrpl41",332,304,425,464,335,565,534,980,552,952,856,780,523
"Mcoln3",1,0,52,57,117,83,185,47,87,32,38,12,30
"Hspb6",20,49,31,21,28,80,60,129,60,141,89,141,100
"Gjd4",0,0,0,0,0,1,0,0,4,0,0,2,0
"Wnt4",0,8,13,26,38,1065,684,406,490,635,1552,637,686
"Ptcra",3,0,60,31,11,0,0,1,3,0,2,0,0
"Mrpl55",1072,902,1680,1246,305,675,447,633,409,833,562,735,571
"Dchs1",34,22,133,170,107,9513,7985,8366,5942,9535,9569,10723,8727
"Syde2",296,496,991,974,243,195,150,159,117,214,207,231,86
"Proser3",131,183,267,204,143,443,338,310,252,375,328,329,240
"Smad6",188,343,117,134,598,786,848,730,593,594,725,681,545
"Abcc12",3,3,0,0,0,1,2,1,0,3,2,0,0
"2410004B18Rik",374,441,527,596,249,282,281,294,247,379,379,322,256
"Dna2",779,1392,992,934,1143,577,667,317,305,390,362,291,208
"Phkb",324,478,831,892,549,1705,925,2201,1079,2468,1477,1578,767
"Acaa2",713,755,354,413,253,1299,1005,1472,1206,2060,2333,1833,1556
"Arhgap33",8,34,239,155,31,683,292,613,354,739,470,726,437
"Arhgef26",262,370,137,271,114,379,238,257,177,467,465,639,334
"C1qa",0,0,0,0,0,0,0,0,0,0,4,0,17
"Gtdc1",215,270,440,508,476,338,287,431,284,529,377,406,272
"Prodh2",0,1,1,5,0,2,0,0,0,0,0,0,4
"Ehmt1",1027,1647,3338,3552,2229,4060,4092,3539,2958,3615,3518,2891,2007
"Rap2b",606,883,999,1332,744,1098,1065,852,652,927,993,901,686
"C1qc",0,0,0,0,0,0,0,0,0,0,2,0,39
"Zfp157",222,263,330,407,245,792,771,1038,783,1065,936,751,497
"Trpv5",0,1,0,0,0,0,0,0,0,0,0,0,0
"Neto2",90,131,285,337,136,2002,767,841,445,1181,525,763,285
"Fzd8",132,250,332,369,103,484,498,476,614,723,975,806,777
"C1qb",0,0,0,0,0,0,0,0,0,0,4,0,28
"C1ql2",0,4,0,0,46,1,0,1,0,1,2,2,0
"Unc93b1",50,61,159,123,250,70,49,37,28,29,47,54,73
"Piwil4",10,19,42,89,3,4,4,4,4,4,8,11,3
"Trim67",12,30,202,275,17,37,8,103,14,231,125,370,88
"Kirrel2",244,379,355,440,0,0,0,1,3,5,0,3,5
"Zfp280c",204,427,778,752,631,377,435,453,261,392,347,393,178
"Ttc7",259,344,473,488,105,150,76,88,67,179,195,215,153
"Tex46",7,5,0,3,0,0,0,0,0,0,0,0,0
"Stox1",12,14,5,9,3,7,10,10,15,12,13,21,9
"Cst13",0,0,0,0,0,0,0,1,1,0,0,0,0
"Stag3",205,322,332,340,80,40,30,37,33,44,32,31,14
"Nfkbid",25,48,82,58,45,11,16,8,15,18,14,23,13
"Aifm1",1694,2204,1445,1693,1428,1272,1252,1327,1017,1558,1578,1372,765
"4921524J17Rik",520,436,370,406,313,291,371,532,371,484,378,355,159
"Kdm1a",4244,5937,5785,6773,3190,4574,4194,3964,2922,4091,3754,3577,2081
"Elac1",60,77,108,117,144,151,163,214,200,257,271,218,132
"Rab8b",306,385,392,576,731,1083,1106,1193,909,1588,1600,1202,629
"Tmem71",0,0,0,0,0,0,0,2,0,6,3,3,0
"Trappc14",239,399,342,225,437,408,196,198,160,274,153,339,162
"Slc39a12",0,0,2,0,0,0,0,0,0,1,0,1,0
"Kifbp",643,754,992,1007,547,1229,1030,1439,974,1709,1241,1312,797
"Lrfn3",40,76,102,68,105,578,429,470,332,562,590,747,506
"Cst11",0,0,0,0,0,0,0,1,0,0,0,0,0
"Bcorl1",403,622,374,373,839,1495,1790,1402,975,1426,1626,1300,943
"Clca2",0,1,0,0,0,2,20,6,4,17,7,11,8
"Wnt8b",0,2,3,4,1,3,2,0,0,0,1,0,7
"Cfap221",1,0,1,3,0,2,0,4,0,1,0,1,0
"Trim17",5,37,5,5,5,2,3,3,2,10,0,3,0
"Spryd3",319,364,377,362,302,185,162,238,155,320,317,448,210
"Cnpy4",338,333,433,506,614,1041,1165,1096,959,1274,1189,946,659
"Zic4",0,0,0,3,2,1,0,0,0,0,0,0,0
"Tmem177",232,228,346,384,212,248,212,243,152,299,255,268,159
"Anapc10",767,799,490,503,439,499,427,760,395,830,475,474,233
"Taf6",1222,1691,2053,1823,1211,2128,1794,1807,1367,2129,1679,1574,1089
"Tfb1m",402,473,657,698,181,295,234,327,269,466,327,305,218
"Zdhhc9",348,608,320,418,263,618,503,584,409,1010,734,980,595
"Pml",3044,5712,4739,5568,1177,1180,1088,1080,818,1276,1230,1212,833
"Trim3",208,187,341,298,323,416,381,469,342,763,632,785,590
"Otud4",2250,3572,6144,6205,3535,2592,2174,2098,1325,2929,2403,2945,1233
"Nxt1",831,954,1158,1358,587,634,898,482,477,564,656,579,417
"Asap3",124,235,105,71,95,216,200,188,172,246,323,312,288
"Zfp39",208,204,342,319,174,411,304,569,307,617,465,471,258
"Tns2",28,44,473,422,155,208,521,497,679,854,1478,1359,1210
"Xpnpep2",6,22,8,9,14,6,5,15,16,4,8,17,3
"Zfp113",143,156,255,304,430,1045,997,1146,723,945,775,609,345
"Apln",36,31,78,106,43,42,69,52,38,129,110,76,41
"Hk1",3714,4084,1155,1888,635,1063,885,1432,991,1702,1749,1692,1230
"Ss18",2361,3777,5622,6751,2424,2385,2388,2175,1739,2312,2171,1829,1259
"Sstr4",0,0,0,1,1,51,45,340,127,475,260,459,193
"Frem2",1840,5347,2359,3691,6082,294,191,296,237,608,635,1155,686
"Zscan21",465,558,593,809,548,1139,1492,1402,1121,1575,1389,1099,794
"Wdr62",1110,2003,714,693,300,470,271,304,202,398,313,457,269
"Mmaa",73,59,112,74,65,185,151,319,216,544,347,422,228
"Foxa2",7,4,11,13,26,18,9,26,8,25,21,93,32
"Pramel18",0,10,1,3,0,2,0,1,0,0,0,0,0
"Zfp146",336,422,744,821,1257,1915,2703,2513,2128,2647,2844,1880,1392
"Tspan15",117,200,133,193,23,304,194,109,87,128,172,182,136
"Apbb1",363,527,564,677,231,2180,1582,1495,1032,1861,1247,1716,932
"Clca3b",24,14,26,36,1,6,1,3,1,44,26,304,51
"Pax1",6,16,12,27,3,3,0,0,0,2,3,9,0
"Inhbb",107,331,6,14,3,17,6,51,31,102,302,125,126
"Smpd1",116,202,319,374,285,1222,839,1333,763,1740,1255,1677,962
"Paip2",2378,2339,3535,4220,2885,3287,3702,3471,2883,3579,3163,2452,1855
"Cavin3",24,48,61,47,9,62,85,130,113,219,260,440,302
"Sh3glb1",820,1054,1182,1431,2072,3658,3071,3905,2623,5215,4450,4605,2617
"Rbmxl1",5029,4817,5600,6214,3353,4978,5344,5285,3594,5062,4431,3709,2335
"Scd1",6625,11110,8492,9186,6168,4138,3028,2291,1302,2284,1747,2319,1316
"Selenof",2232,2490,3716,4544,2732,3026,2814,3098,2357,4127,3899,3931,2824
"Rnf139",240,402,654,785,566,1167,748,1141,791,1416,1159,1111,696
"Trmt12",87,124,175,242,119,263,291,349,257,328,327,211,194
"Prr32",0,0,0,0,0,0,0,0,0,1,0,1,0
"Slc35b2",671,1059,646,661,840,1386,1020,1307,825,1686,1412,1718,1289
"Rab11fip3",533,755,839,627,758,1526,1276,1340,1018,1613,1432,1616,996
"Ttc29",2,16,6,10,0,1,2,2,0,0,1,2,8
"Dcaf15",1311,1540,1941,1811,777,1727,1016,1043,664,1155,877,1060,601
"Socs5",62,189,208,253,385,795,791,1154,828,2075,2434,2492,1685
"Fer1l6",6,5,0,0,0,2,0,2,2,0,3,3,1
"Zcwpw1",128,123,628,654,81,166,192,200,235,299,244,172,120
"Ralgapa2",349,596,756,842,507,527,440,349,237,464,283,508,190
"Setd7",218,429,1766,1771,1074,896,969,1381,952,1715,1786,1510,766
"Sik2",206,457,416,398,257,398,398,467,350,496,578,463,313
"Fam91a1",1632,2947,3265,3922,2829,3306,2868,2921,1983,3992,3234,3539,1953
"Trim58",0,0,0,0,0,0,0,3,0,2,1,1,0
"Psd",13,24,27,25,17,242,265,672,510,1392,1313,2138,1601
"Tmprss13",0,0,49,107,4,0,0,4,5,1,13,5,4
"Prmt9",731,710,995,992,444,595,476,755,448,845,641,652,335
"Aff3",61,135,1138,1171,59,1184,1391,1491,1551,2473,4035,3171,2372
"Myom3",38,50,45,46,9,4,0,2,3,12,17,5,0
"Tas2r108",0,0,0,0,0,0,0,0,2,0,2,0,0
"Cfap61",12,9,15,13,4,8,1,2,0,3,1,1,1
"Lypd8l",0,0,0,0,0,0,0,0,0,2,2,3,0
"Arhgap10",289,425,474,432,622,906,1051,1147,904,1693,1367,1501,898
"Ddx1",4595,4590,6269,8090,4284,4131,3941,4040,3099,4831,4256,3320,2072
"Lrrc20",154,222,179,162,349,511,474,501,335,555,498,595,416
